elapsed_time,x,y,z
0.100641,0.6900019348904632,3.608224830031759e-16,0.6670183551280158
0.20038,0.30569461620905114,-2.3908033950693273e-06,0.4831342912309166
0.300337,0.30492356499812245,-2.390204388832004e-06,0.48040289382402435
0.400454,0.3040539879527348,-2.389528841361663e-06,0.4773928783707244
0.500422,0.30307329697544,-2.3887669725110827e-06,0.474082017948573
0.601326,0.3019757212419115,-2.3879142996196642e-06,0.470474600365966
0.700932,0.30076817518238974,-2.386976194154019e-06,0.46661667550411323
0.800462,0.3006762004545883,-2.3869047419462304e-06,0.46632734621477
0.900497,0.2994192596849163,-2.38592826329389e-06,0.46243400443068194
1.000413,0.2979180142810797,-2.384761992004177e-06,0.45792383808770504
1.100893,0.29616580807820314,2.513828233711852e-05,0.45347506510526536
1.201151,0.3039205685987868,0.0007173628364712226,0.4665218363391003
1.300946,0.30973462921680955,0.0008180645409941454,0.4835334401124646
1.400541,0.30776991213090954,0.0007701721976749728,0.49066473253205733
1.5005,0.30709618824994445,0.0007693621662850491,0.4917647559641341
1.600637,0.30758529172636107,0.0007704240208921465,0.48855278003657476
1.701245,0.30806580120244964,0.0007716224066898838,0.48453201309455557
1.800903,0.3082262482580412,0.0007721123493719463,0.48269709077448864
1.900447,0.3080965425614653,0.0007719341446765038,0.48303909197830497
2.000337,0.30793454949060706,0.0007716023142401167,0.48403732800718924
2.100718,0.30788258947020597,0.0007714122995666163,0.48479236697848715
2.200623,0.3078833386422787,0.0007713946746570758,0.4848876337682757
2.300668,0.30788333864221207,0.0007713946747557984,0.4848876337682443
2.400487,0.3078833386421486,0.0007713946748548306,0.4848876337682145
2.500618,0.3078833386420849,0.0007713946749503067,0.4848876337681868
2.60042,0.30788333864201634,0.0007713946750435715,0.4848876337681592
2.700863,0.30788333864194234,0.0007713946751383626,0.48488763376812893
2.800607,0.30788333864187223,0.0007713946752354884,0.4848876337681003
2.900429,0.3078833386418111,0.0007713946753359819,0.4848876337680721
3.000581,0.30788333654971134,0.0007722292111380332,0.48488763376804384
3.100853,0.30788328375302754,0.0007929826063752327,0.4848876338566793
3.200574,0.3078833655801097,0.0007538930946137769,0.4848876670396781
3.300744,0.3078972251827286,0.0006938586455898795,0.4849371405238595
3.400434,0.30795328402724986,0.0007685359867635249,0.4851095193922035
3.500253,0.30839188952814955,0.001639594204467227,0.48495769336036537
3.600305,0.30987635174065764,0.004513047739157841,0.4831370118018071
3.700458,0.31318387190019226,0.010265867634698698,0.47853030704477817
3.800435,0.31952326292051514,0.019106015687262654,0.47149578492846617
3.900244,0.32959841348179175,0.030344581260643665,0.46347128424763684
4.000677,0.34402140034232404,0.043199853589973344,0.4559413613044355
4.100783,0.3630656862648038,0.05696310123970301,0.449825926271053
4.200316,0.38582666043763014,0.07065988744029594,0.4451615132510052
4.300388,0.4115470858052192,0.08403332235259893,0.4407688448018498
4.40037,0.4394497898652538,0.09707850843167959,0.434940247922177
4.500351,0.4679153388857541,0.10991439719563088,0.4262727217749234
4.600587,0.49700884538095513,0.12312731799791694,0.41364213615271506
4.7004,0.5248887436868037,0.13597623442208576,0.3979177299630148
4.80047,0.552726018454533,0.1486042308521865,0.3795205604542038
4.900596,0.5804096482034499,0.16049887889271297,0.3599017889814749
5.000331,0.6081322619054023,0.17172816981934225,0.33994564849630127
5.100427,0.6350285412549855,0.18223039509983635,0.32027894151121217
5.200297,0.6600263280590652,0.19154415143084347,0.300699909966727
5.300844,0.6829908981033597,0.1993269327147018,0.2798248960675502
5.400299,0.7031062887050644,0.20560479155552475,0.2568491777964237
5.500397,0.7200362664552112,0.2106142663127344,0.2316864570384673
5.600318,0.7339361967287628,0.21508415348715137,0.2047223249437352
5.70092,0.7448309370000604,0.21937698499931063,0.17724244452545426
5.800577,0.7528654109036854,0.22376243181841596,0.15060243225981554
5.900416,0.758158274013586,0.22787721642790398,0.12665428778759805
6.00061,0.7611908442581492,0.2310970789050923,0.10548088445030032
6.100557,0.7622550589585674,0.23242599384001628,0.08730685542700645
6.200231,0.7617583350291934,0.2311377262566425,0.0714197772679524
6.300736,0.7601533042726275,0.22728731561791016,0.057588891139524534
6.400576,0.7583206471455751,0.2225254781497352,0.04733645905407574
6.500412,0.757317293831028,0.21851927467076565,0.0416382267713763
6.600723,0.7578757158698528,0.2162860006602789,0.041510277595753764
6.700828,0.7597142415224799,0.21605106383915057,0.04608326779058852
6.800253,0.7627090480728387,0.21687840896237198,0.053536976752327214
6.900277,0.7658221729019513,0.2181624449988176,0.06117525327988438
7.001112,0.7675941191177815,0.2191986539197455,0.06553432170674045
7.100351,0.7672440501105438,0.2196281150212158,0.06452147291141741
7.201093,0.7650415483479718,0.2195906126853776,0.0581097481792876
7.300327,0.7609530156747706,0.2192647926453289,0.04758980578956673
7.400295,0.7558576585340763,0.21857302805064005,0.034950414305633226
7.500627,0.7512497481906925,0.21777865639277372,0.023564672812869836
7.60063,0.7513937422767913,0.2160295477599385,0.02189778694578376
7.700823,0.7515729098401684,0.21617268464337985,0.022209923004811727
7.800283,0.7514392260479007,0.21717383580442265,0.02269337581214781
7.90047,0.7498606935783173,0.21830650234116528,0.023629444521035325
8.000519,0.7460480607532136,0.21883237100304104,0.025234723219314747
8.100639,0.7411701103376266,0.21866866910879856,0.02796334593835592
8.200555,0.7367512500324618,0.21861917179676077,0.03193957056910296
8.300968,0.7343920828350544,0.21881735705182226,0.03690051659015514
8.400255,0.7346444606837612,0.2184426999019775,0.04188164811488365
8.500439,0.7356527432391015,0.21605710324827393,0.04509900064343908
8.600382,0.7355203372929449,0.2114235028031215,0.04525895108543737
8.700742,0.7339493033740816,0.20538602018386934,0.04222269912411075
8.800294,0.731160543114162,0.19996172238425347,0.037575350956148
8.900505,0.727669069545527,0.19766812635885894,0.03392519381652631
9.000273,0.7236029261086914,0.19967247532429444,0.03316103757754746
9.100229,0.7182301863924299,0.20605452820590353,0.0355405189619743
9.200401,0.7103259691105424,0.21478866600177315,0.03928415546137376
9.300246,0.6985881596623004,0.22305223343320688,0.04165791155685361
9.400239,0.6828681200068087,0.2280510472424885,0.04081071461085378
9.500643,0.6641004240125554,0.2286313271062361,0.03734044760937555
9.600282,0.6434271587942,0.22537688159690705,0.03421126962932913
9.701308,0.6226081281886966,0.219027481535929,0.034547131531912356
9.800362,0.6033106097544974,0.21076820930858747,0.03954566279418259
9.900366,0.585841176805113,0.2011920124230125,0.04789781792733683
10.00048,0.5710669661519757,0.19194718285712434,0.05553796739764022
10.100349,0.5572867936046263,0.18382444283696517,0.058306072511706386
10.200523,0.541146014536881,0.17651538653338605,0.05462466165235519
10.30059,0.5199318926872998,0.1693474736136991,0.04611708300412659
10.40037,0.49445000416490303,0.16161048910919842,0.036930629241268886
10.500489,0.4682835193997307,0.15267817904628506,0.03055983196977463
10.60063,0.4465327864403325,0.14258121706600052,0.02840200260050979
10.700701,0.4336273200359083,0.1327684336964863,0.029805739912618978
10.800717,0.42955158020703027,0.12450904747257131,0.03294751324777612
10.900732,0.43120812030971994,0.11893430849555076,0.036014241018902715
11.000282,0.43474413620456914,0.11621152355690255,0.03816414456000922
11.100604,0.4392744369805073,0.115661752300496,0.039777590449746325
11.200686,0.44704261598496586,0.1152606295515689,0.04212305282411627
11.300671,0.4596774688134053,0.11274115037549774,0.04567458103687394
11.400327,0.47890353009993786,0.10714509222417268,0.050240809582564216
11.500397,0.5054206118091833,0.09868847256122427,0.054937165031257784
11.600319,0.5368363605033886,0.08911743310792788,0.05824227456976144
11.700335,0.5704866391120913,0.07946586758856287,0.05857081373152817
11.800397,0.6040554354098284,0.07041233357021347,0.054621281425549895
11.900418,0.6352721258894921,0.06217051944830542,0.04625324031480993
12.000864,0.6642162527083469,0.05366407029305654,0.03449758186129215
12.100379,0.6904150471705519,0.04407637493287859,0.022038986512290804
12.200308,0.713467324512814,0.03360409784580083,0.012747772859365403
12.300416,0.7354102426833975,0.024256984714055397,0.014367956513008096
12.400373,0.751164687333478,0.01725338506200437,0.019446923062900467
12.500433,0.7590726215517145,0.01353564131732911,0.025954793805600784
12.600758,0.7615629119852014,0.012621830498422169,0.031654271599268036
12.700742,0.7607898653274265,0.013221399145536907,0.03429523230848047
12.80041,0.7588887371033971,0.01453269256428412,0.033507242501989
12.900416,0.7564589101493254,0.015599962729704538,0.02987595715393737
13.000278,0.7532037919449837,0.015326613859519972,0.024548305880405297
13.100435,0.7469111290944092,0.012681064204349661,0.018374363371889302
13.200412,0.7358145263504077,0.007260901368806116,0.012562550862173227
13.300442,0.7216021190301085,-0.00029464121058825343,0.010318104972400655
13.400548,0.7015747970629106,-0.007688598056671771,0.010922508068683223
13.500445,0.6800213816972399,-0.013342613680030684,0.012982800205478928
13.600814,0.6597278816631019,-0.01653929263160942,0.015049451742111863
13.700706,0.6431902547163347,-0.018105606336666517,0.015494149120884093
13.800353,0.6275740295316873,-0.01975125677397229,0.013693204311998441
13.90028,0.6086958072695852,-0.02430965301698078,0.010863536412595853
14.000547,0.5845847478893638,-0.03365618026598022,0.010751745147480063
14.100374,0.5516712710685897,-0.04702338171834426,0.014233960965226888
14.200739,0.5162471319314234,-0.06182963037696755,0.022063252108349307
14.300416,0.48363919641067565,-0.07474740852106464,0.033385490734964274
14.400196,0.458510503981212,-0.08275083700643726,0.045036864717723335
14.500549,0.44266277403832505,-0.08532984781188249,0.05329536419897596
14.600514,0.4337725049205047,-0.08461711484984041,0.05674389880808223
14.700327,0.4296828785733686,-0.08274871379614379,0.056370363973313464
14.800555,0.4293643033592064,-0.08165317961137901,0.055388943002954105
14.900333,0.43342764564449315,-0.08222049162465905,0.05590722512884522
15.00028,0.44278042958517877,-0.08387631639423954,0.05826221002419407
15.100882,0.45728939251018996,-0.08640370998036326,0.0611733177994781
15.200334,0.47639219154909995,-0.09054369856354973,0.06244498215279687
15.300421,0.4997595694971054,-0.09724715778149001,0.06054546610394301
15.400365,0.5267989177092891,-0.10678825041041451,0.0551297428799129
15.500801,0.5557552720720627,-0.11777163942604926,0.047225390399900924
15.600595,0.5858734846084125,-0.1289988608880564,0.03833234250489126
15.700322,0.6157546556056018,-0.13890613684397063,0.030434963582414154
15.800374,0.6455471763167363,-0.14672575274002198,0.024795073848080884
15.900352,0.6754807408804544,-0.15264515870338402,0.021893548679918884
16.000635,0.7043998379007121,-0.15742481747857776,0.02140581871570285
