t,s1,s2,s3,s1_dot,s2_dot,s3_dot
3.399868,0.3269866378674799,0.0016769128167864,0.4819068190952472,0.10425013023657725,0.0005113004822702022,0.006217007384402784
3.499759,0.3383545431350308,0.0017589640489262,0.4818331657449772,0.11695501327113256,0.0010017418502507175,-0.00914913791087324
3.600048,0.3504012063468172,0.0018775853323567,0.4800686355357145,0.12304033062299768,0.0024706195819769426,-0.022687977399590498
3.700046,0.362996224369687,0.0022530486063782,0.477292018945277,0.1261303070639852,0.007840907817888494,-0.03695168483590017
3.799706,0.3755840113346484,0.0034403277026035,0.4726971345866602,0.12614784362862097,0.0179731604038765,-0.05630658151364809
3.900267,0.3882533831033058,0.0058626219928224,0.4659997936299251,0.12357465866055506,0.031136361555290974,-0.07827452480480535
3.99996,0.400334500661599,0.0096633251737113,0.457042527775502,0.11710810927984028,0.0453869110177888,-0.0985354025774523
4.099766,0.411615412302255,0.014918907685665,0.446340114997009,0.10636878710909858,0.05929959026502651,-0.11505752987163032
4.200256,0.4216306016876939,0.0215499127596473,0.4339862229812132,0.08969118841396284,0.07063434498007824,-0.1254096002458227
4.299965,0.4295870148177491,0.0290526015300966,0.4212370863601128,0.07480711020432507,0.0789732665522366,-0.1299615290872147
4.399774,0.4365549683553731,0.0373072468121286,0.408056138794322,0.06321632259560239,0.0860020081476692,-0.1341301351855151
4.499912,0.4422225811844922,0.04625061844352,0.3944168049555612,0.05439434673425758,0.08964432835015834,-0.1348517606105022
4.599985,0.4474456012943256,0.0552549840476657,0.3810571570379773,0.05039737044783221,0.0900515702493388,-0.13361153934920678
4.699763,0.452295603396083,0.0642474714505274,0.3677144714907709,0.04945499185452107,0.08902287878952791,-0.13166207974281852
4.799841,0.4573299871471926,0.0730460782733746,0.3547449392739386,0.04780136269495738,0.08389329724251698,-0.12173526279580038
4.89974,0.461855671861223,0.0810256407267391,0.3433674078454268,0.03961054294738675,0.0774578047763414,-0.10826469487813961
4.999757,0.4652474243315808,0.0885305616711725,0.33310242296987,0.02899994613314716,0.07011628094993266,-0.09491627394536795
5.100014,0.467661246573855,0.0950657442614656,0.3243618541821311,0.01342063811174965,0.05878432892681551,-0.07947587702085013
5.199943,0.4679410269026835,0.1003025528565162,0.3171874183468151,-0.0036070712088309698,0.04858530212797746,-0.06902190773940609
5.299752,0.4669423141084655,0.1047709915854134,0.3105748911516625,-0.011192844623497233,0.04274489083631705,-0.06265655581621932
5.39992,0.4657018618989558,0.1088490913214513,0.3046601343214217,-0.012021572040271877,0.03713414437684126,-0.056809142822829006
5.499797,0.464537248267195,0.1122015711333732,0.2992092048401891,-0.010208204165290446,0.03192362248604197,-0.05352703770554812
5.600038,0.4636600756802475,0.1152363849149611,0.2939491759350564,0.002357841813716899,0.031435622284458065,-0.05364234316318095
5.699957,0.465002051514403,0.1184929791618563,0.2884729047483221,0.027304615933583687,0.0320055905691784,-0.05270995753068419
5.799902,0.4691180069799577,0.1216331197534215,0.2834144620490327,0.04349670542717421,0.02790546276064576,-0.054782565964167196
5.899927,0.473700458166974,0.1240726722093834,0.2775173675170652,0.04223351346712345,0.0218252318383394,-0.06004579134140631
5.999747,0.4775596295883738,0.1259958334529201,0.2714150571505057,0.032603133548390506,0.01683931748089451,-0.06340303577921835
6.099754,0.4802131766562871,0.1274367139650385,0.2648468793514429,0.017578446818566018,0.011025531019754675,-0.06717160752779305
6.20038,0.4810753253024829,0.1282037186146332,0.2579363601911701,0.013581128269644971,0.00699256558863004,-0.049092685985521634
6.299873,0.482919722334321,0.1288374782118918,0.2549783757726876,0.020961732674833033,0.0068166275023603395,-0.008512010717399932
6.399744,0.4852561760301352,0.1295630471141337,0.2562554433959689,0.015564628697532168,0.005002162462222404,0.002547286499142487
6.499778,0.4860286147425313,0.1298366971919889,0.2554842501535791,0.009969113712691158,0.0031340607487359007,-0.0012472283104172366
6.599797,0.4872504597201953,0.1301900134152949,0.2560057377828313,0.007762561345547869,0.0022499764272387868,0.0011470118592733503
6.699994,0.4875812168441087,0.130286721490861,0.2557124511846208,0.003736533151250665,0.0011168305721400706,-0.000438165132660151
6.800068,0.4879986718922874,0.1304136449075061,0.2559173741114809,0.0030001401366703817,0.0009174760724987019,0.0009225391043379272
6.900082,0.4881816494004539,0.1304703395289816,0.255897175169436,0.0015522544507646785,0.0005182773142492492,3.602811254466154e-05
6.999716,0.4883087867095784,0.1305171547946376,0.2559243865238662,0.0007058720159296428,0.00034813847123216224,-0.000178935547179071
7.099754,0.4883221306451025,0.1305397544733844,0.2558610807549956,0.000477472941229351,0.00034927605039958287,-0.0008232709379112357
7.199976,0.4884045321802507,0.1305871462566014,0.2557594481344157,0.003935902698906535,0.0015692459981856421,-0.0002689204494132902
7.299739,0.4891064003036378,0.1308525759641324,0.255806618213501,0.012053786019963653,0.004006781997399234,-0.00040502953937271435
7.399982,0.4908201909906476,0.1313898221378605,0.2556775950321103,0.020017210784212036,0.005975761575114258,-0.0007370305853924286
7.499696,0.4931058996170691,0.1320468209719291,0.2556586633465053,0.02598996808585463,0.0072411917199192155,-0.0006604255854225638
7.599681,0.4960120263756554,0.1328362349423607,0.2555454533099219,0.02942488425950529,0.007960582964696594,0.002446498275569864
7.699826,0.498994816758093,0.1336399933402304,0.2561494271686115,0.021397285113187614,0.005824860941276211,0.002042527020823748
7.799888,0.5002973043728628,0.1340027781055965,0.2559550433282721,0.008999353328520865,0.0025560712244949713,-0.001546692147174733
7.899769,0.500795627463084,0.1341514487082362,0.255840033699323,0.004514027311859348,0.0013288223213097083,-0.0012769314439944335
7.999751,0.5011993953865447,0.134268328254586,0.2556998066223555,0.006416945233560067,0.0017867625427425704,-0.001176488677848475
8.099942,0.5020811219098161,0.1345093688188786,0.2556046270124042,0.0058979471967468555,0.0016347709810494715,9.079552424173798e-05
8.199772,0.5023812005190339,0.1345958724686406,0.2557172175465667,0.0028426027361350137,0.0008863409105882569,0.0013802723637870162
8.299934,0.5026495111091224,0.1346866431001793,0.2558808383483333,0.0037919119105982446,0.0011486654641292837,5.174532503038343e-05
8.39988,0.5031395120672452,0.1348256250016865,0.2557282548079007,0.008063759157455053,0.0022955524800910565,-0.0015559209111630778
8.499771,0.5042606009223103,0.1351452799004525,0.2555699109990458,0.017601564962883565,0.004866551262062591,-0.0014987419868284224
8.599774,0.5066593888661997,0.1357987929081293,0.2554286846469993,0.03146508962861372,0.008461031140727826,0.0014061624340284684
8.699904,0.5105597043052031,0.1368391009850571,0.25585204682945,0.03718563773130645,0.00998301246891209,0.001242404755048998
8.799774,0.5140974339963635,0.1377956065395967,0.255678716156946,0.0377576022374031,0.010052501463315044,0.0009625871348868387
8.899767,0.5181066265415101,0.1388483410057845,0.256045096535647,0.04057332885700715,0.009849673755829125,0.001064286828005967
8.99981,0.5222136082792471,0.1397658280212692,0.2558913517945299,0.04091713872545455,0.00752358833433564,0.0002782746136142933
9.099783,0.5262907278578781,0.1403534095967452,0.2561005018910945,0.04171396646494552,0.004405801971288925,0.00198001921348534
9.199805,0.5305562843372108,0.1406468221343076,0.2562873347538721,0.03630180485444212,0.0007386277430186938,8.256697999775575e-05
9.299701,0.5335497098569569,0.1405016273322672,0.2561174581415997,0.028049891253459247,-0.0009666344595792298,0.0001154905717217769
9.399739,0.5361638668984844,0.1404536973968768,0.2563109413635744,0.02466169097633708,-0.0014110103608465652,0.0002154826368647722
9.499892,0.5384864201525082,0.1402189412985165,0.2561602003175919,0.023322876421374872,-0.0007043260958142783,-0.0012392062145483163
9.599984,0.5408341400878088,0.1403124596416086,0.2560627640850467,0.032763239291730084,0.002371713597905778,0.0007899343174559981
9.699946,0.5450384188163495,0.1406930386119939,0.2563177716510032,0.04409774193081484,0.003531019628273069,0.001412616225058727
9.799921,0.5496509633329575,0.1410184339309222,0.2563451687341619,0.054220659667823856,0.004981814365274229,0.002505224281031504
9.899927,0.5558820218232602,0.1416894139241209,0.2568189072628615,0.06308171133061036,0.00707123708059143,0.002493249424851074
9.999771,0.5622575924895158,0.1424315035203671,0.2568441710508074,0.06860833923425114,0.007546964970001957,0.0020795083911264722
10.099729,0.5695911895257751,0.143197338734103,0.257234813872643,0.07652845506280892,0.006824806180051213,0.0043488532506217314
10.199833,0.5775689521483462,0.1437966433808865,0.257714340132654,0.08331162019258409,0.004599709407533292,0.00369838154235258
10.299914,0.5862687598568219,0.1441181953616152,0.2579752246032903,0.08816966048060015,-0.0007719645825288168,0.0023285917688420366
10.399924,0.595210731382866,0.143642745868122,0.2581803098703543,0.08911171359316183,-0.00723844997935752,0.003348507293651437
10.499866,0.604086865871615,0.1426711905790148,0.25864458888476,0.08407095494195538,-0.011360624850207945,0.0031504647928488616
10.599856,0.6120187502144696,0.1413712359971436,0.2588100450409586,0.07066750116810283,-0.012505747595870642,0.0028809853133422436
10.699912,0.6182224734087617,0.1401695311699965,0.2592210803922668,0.05215692300352659,-0.009461279258584865,4.2017891441092914e-05
10.799897,0.6224536708264095,0.1394782303972634,0.2588190275141122,0.032175399884058375,-0.003627134259934661,-0.002539889470884571
10.899744,0.6246549454329682,0.1394438071152999,0.2587131206587265,0.016858957729169788,0.0013855580774473353,-0.0007149102451819989
10.999946,0.625822598774776,0.1397566406151239,0.2586762563755405,0.011842200065947495,0.00277234487935496,-0.001474050667889637
11.099897,0.6270251024404693,0.1399988755812553,0.2584186395877137,0.012637526079313677,0.0018114696887903126,-0.002674322258368722
11.199986,0.6283507770272758,0.1401188379644187,0.2581412581904783,0.021563704808143846,0.0020649995521107023,0.00016204214378934267
11.299975,0.6313378624528174,0.1404118633597224,0.2584504742709135,0.02613159546942212,0.0024705735936129125,0.002748334856498502
11.399847,0.6335743390725329,0.1406127168510722,0.2586906236309876,0.02142152547905596,0.0030102650112618923,0.0015672211681803105
11.499744,0.6356171705749453,0.1410132709548038,0.2587635146037054,0.01735222904279743,0.0036080911577646146,0.000645600720759365
11.59986,0.6370436524219226,0.1413342059030397,0.2588197153090668,0.012781698646097794,0.0029175382092538893,0.00024067185542375746
11.699789,0.6381746334736814,0.1415970175319328,0.2588117796288391,0.011029596988085366,0.002587197315848999,-0.0011712483011938613
11.799779,0.6392486432450478,0.1418514305817098,0.2585854272754003,0.007073584573266789,0.0016995857597860153,-0.00074516681246517
11.899849,0.639589187754699,0.1419369014370948,0.2586629446268319,0.002317205187792215,0.0005441481272018267,0.0002395955611276257
11.99975,0.6397123837936655,0.1419603491057296,0.2586335201287203,0.0010409765271286453,0.00020318838292254782,-0.00016914183846372666
12.099858,0.6397973127737232,0.1419775278792996,0.2586291667040661,0.0005129752160062395,5.68191171382848e-05,-4.185249150090442e-05
12.199778,0.6398151191915337,0.1419717576380836,0.258625147844447,9.470614457152138e-05,-5.9486700536348636e-05,-4.4151575006257104e-05
12.29983,0.6398162292921464,0.1419656317456612,0.2586203365868917,5.741020112726147e-05,-0.00018347489015801965,-1.4384046296500586e-05
12.399946,0.6398266168068845,0.1419350161835469,0.2586222729340988,0.000317424454550963,-0.001313846204647806,2.8596753681497944e-05
12.499865,0.6398796411898924,0.1417032132992086,0.2586260532953497,0.0006144187683951863,-0.002694496528825474,4.661124084259782e-06
12.599738,0.6399493650586846,0.1413967117872746,0.2586232072406276,0.0006886099643614862,-0.0029611589958774553,-4.0644475022499904e-05
12.699734,0.6400172706326436,0.1411113959355804,0.258617926734588,0.0022865399462745906,-0.008011585174189872,0.0005477050253872573
12.800002,0.6404081523404256,0.1397894697554577,0.2587332199627682,0.0054504164707598335,-0.02202021459585457,0.0007190832202292885
12.899783,0.6411061129745379,0.1367148596672734,0.2587621971623032,0.00789060386797047,-0.036381640900405965,7.856828976748886e-05
12.999823,0.641985325259612,0.1325167658916055,0.2587488096816177,0.00895908590082195,-0.043494591970233865,-0.0003233204875152662
13.099797,0.642898033086167,0.1280155343003631,0.2586975535439576,0.008956212949440712,-0.045282795225035755,-0.0006331500002640933
13.199768,0.6437760762972062,0.1234626989529508,0.258622215227536,0.008872757279258625,-0.0466962969910637,-0.0004191263566251102
13.299729,0.6446719793990512,0.11867947334392,0.2586137500840523,0.00978109961261886,-0.053745631745969136,-0.00029453428392489656
13.399922,0.6457341827678,0.1127025574552574,0.2585631655291602,0.011480947640833516,-0.06667489582664343,-0.0004029807957064424
13.499893,0.6469696617926923,0.1053366733081056,0.2585330426468631,0.012327491174552563,-0.07636401236577206,-0.00029617070841503335
13.599921,0.6481996651535532,0.097429525305279,0.2585039322704016,0.01215167890274893,-0.0817243034454116,-0.0003882056935746725
13.699816,0.6493991004148421,0.0889988164559721,0.2584554572335891,0.01144582851946474,-0.0842464322099526,-0.00034986398189107426
13.799761,0.6504869433976999,0.080593733223355,0.2584340289952398,0.009840302627686093,-0.08209212305131752,-0.00050286549107037
13.899752,0.6513664350804514,0.0725858302405981,0.2583548897738619,0.008052203632535448,-0.07780436667642937,-0.0006806344902365868
13.999817,0.6520977249681807,0.0650288406853968,0.258297880390416,0.006709225956659903,-0.07169922496852993,-0.0005447316392694912
14.099812,0.6527087666451801,0.0582411484590416,0.258245907264471,0.005546025878747418,-0.06475155801622878,-0.000503871327192984
14.199844,0.6532070380913623,0.0520770123610309,0.2581970936962272,0.004710493427510176,-0.06374285421151465,-0.0006164922867812894
14.299877,0.6536511709714982,0.0454884300887694,0.2581225684780893,0.004447668144509365,-0.06961213834194688,-0.0005786686102315919
14.399923,0.6540969232889778,0.0381489878780605,0.2580813185844224,0.004329486022091711,-0.07780709871119007,-0.0003217733203098039
14.499777,0.6545166835601433,0.0299364968442728,0.2580582112589128,0.0037815772510945145,-0.0858157098825151,-0.00022518769095625224
14.599906,0.6548529419430492,0.0209853381672945,0.2580362883020187,0.002743010268873025,-0.08735678462457316,-0.00018050128117597097
14.699808,0.6550656496502195,0.0124615069842479,0.2580220879725091,0.0015360738355356673,-0.08079713486269681,-0.00010501773155868754
14.799764,0.6551598745166602,0.0048378731975634,0.2580153036787937,0.00048556512004083174,-0.0672790731173388,-0.00014158111391915362
14.899845,0.655162666294105,-0.0009945478536145,0.2579937480726239,-0.000823043116912725,-0.04987229794400927,-0.0010826613292391762
14.999758,0.6549955565068295,-0.0051391087691786,0.2577990690703191,-0.0011130035469015809,-0.03222124584424087,-0.0011988246790077817
15.099796,0.654940260096766,-0.0074349016201135,0.2577542294115996,-0.000390640753824556,-0.015539384015993366,-0.000293138617810218
15.19991,0.6549173936292517,-0.0082482208377021,0.2577404203719634,-0.0001506653762022303,-0.004418557368921758,-0.00012156360991233406
15.299852,0.6549100918650487,-0.0083201340866539,0.2577299042557695,-3.531594098893365e-05,-0.00047407642668300526,-5.744609695246261e-05
15.399868,0.6549103375125148,-0.0083429798683154,0.2577289406387886,9.476835094002212e-06,-0.00032447123831925995,1.4261996771569585e-05
15.49986,0.6549119869709263,-0.0083850263202423,0.2577327556223194,-4.7048817495287665e-06,-0.0014216346224213486,3.431721881974603e-05
15.599813,0.6549093984482721,-0.0086271505294798,0.2577358024942293,-9.238744195272375e-05,-0.0046002788869870664,-3.537921314289427e-05
15.699953,0.6548934759999654,-0.0093063252194787,0.2577256518338968,-0.00016248224657200439,-0.008496571091319696,-7.899536825983766e-05
15.79995,0.6548768807335639,-0.010327138832722,0.2577199862051529,-0.00021002984809825875,-0.010066689287602161,-7.297614049495138e-05
15.899868,0.6548514948435407,-0.0113188297965521,0.2577110653860195,-0.0008213806194485862,-0.009181013636011835,-0.0008787368912870352
15.999871,0.6547125730144457,-0.0121624897201744,0.2575441739825918,-0.0011784471190625645,-0.007022538190981004,-0.0013325201279852372
16.099884,0.654615790779375,-0.0127234215177865,0.2574445467673136,-0.0007085105938990921,-0.00345183560913688,-0.0007548604094653744
16.199883,0.65457085513684,-0.0128529586488934,0.2573931860869438,-0.0002820384363735329,-0.0006314860858886578,-0.0003237161252256371
16.299946,0.6545593870298486,-0.0128496728809411,0.2573798077863112,-9.203290454307123e-05,1.9370313345076773e-05,-0.00010004415557940405
16.399892,0.6545524424479486,-0.012849081262531,0.2573731684848533,-0.000458854864387348,2.2961042601743475e-05,-0.0004490023682111044
16.499894,0.6544675962955959,-0.0128450799571941,0.2572899878005581,-0.0016860417518600457,-4.6185574829285536e-05,-0.000903578319885634
16.599869,0.6542153181006796,-0.0128583126611743,0.2571924774792123,-0.005657029504137601,-0.0006256356469051261,-0.0009986235941106258
16.699833,0.653336604409343,-0.0129701580713363,0.257090324509831,-0.020364965636457733,-0.0038655605440237606,-0.002036114441878123
16.799793,0.6501439653062375,-0.0136311090141881,0.2567854174491069,-0.04119223045752962,-0.008267388139393317,-0.0012138944336355095
16.899942,0.6450901674000066,-0.0146251631144198,0.2568481081226498,-0.052805464797236024,-0.009593931697676764,-0.0037769981951212284
16.999934,0.6395761617997086,-0.0155513522078837,0.2560308667029431,-0.06043985282244968,-0.008603362647136722,-0.003813321725166796
17.099968,0.633000180493563,-0.0163460039410245,0.2560857109268542,-0.06694824051917925,-0.006523730905264077,-0.004192209768716371
17.199984,0.6261832098679401,-0.0168564756939613,0.2551923857801191,-0.06715562795934504,-0.004021126878740788,-0.00587869418457454
17.299905,0.6195730951939286,-0.0171501816151396,0.2549097626288173,-0.06123061008774844,-0.0022545467060088586,-0.002790636557910231
17.399946,0.6139405967944999,-0.017307134903386,0.2546343735972444,-0.0543625124642384,-0.0013109459820815628,-0.0024999510702305994
17.499846,0.6087032535673821,-0.0174123661545931,0.2544098486695321,-0.046840197066285505,-0.0008247413136482501,-0.0031431990029240353
17.599983,0.6045734750378455,-0.0174720051849561,0.2540051924318293,-0.041283430481043215,-0.0005051631818948354,-0.0019888228915394546
17.699893,0.6004446462624219,-0.0175134635337953,0.2540110599722924,-0.03993474814031828,-0.0004234656112455104,-0.0012943219563128494
17.799774,0.5965947911213622,-0.0175566093094617,0.2537466770193787,-0.03650216376501891,-0.00033239623155302545,-0.004242439653025176
17.899777,0.5931489463750894,-0.0175798799108651,0.2531626746346426,-0.0404894507149276,-0.00021460298751933837,-0.0013522629473750047
17.999945,0.5884879850679299,-0.0175995606274549,0.2534774753179307,-0.04834020168907571,-0.00015538406094214863,-0.0022828250265283234
18.099902,0.5834756260054614,-0.0176109934690527,0.2527081114477267,-0.04842721288850438,-0.00011562477079987699,-0.00349549617265299
18.199939,0.5788031080339262,-0.0176226850874937,0.2527790695577405,-0.05341293047920059,-0.00032158717571320605,-0.0027098263457663307
18.299903,0.5727939650742839,-0.0176752813484095,0.252166642481778,-0.056817738242434856,-0.00042925535753096655,-0.003888787762285073
18.39993,0.5674404870877616,-0.0177085200828745,0.2520016290419738,-0.05656113247489669,8.989718480054143e-06,-0.0023371849819400214
18.499935,0.5614800624036882,-0.0176734981320342,0.251699160941968,-0.058123615686996644,0.0004463299874441773,-0.003157084280774436
18.599897,0.5558175549790068,-0.017619277079505,0.251370327766837,-0.05789005206407172,0.0006169820444199975,-0.0031201320143188216
18.699916,0.5499030101079074,-0.0175501049429298,0.2510752131443947,-0.05597384951225237,0.0007233421560360054,-0.0032750674903807564
18.799867,0.5446240346286861,-0.0174746346653927,0.2507154566353197,-0.05469353622159456,0.0010317934370800141,-0.002022297193839062
18.89992,0.5389637008020103,-0.017343685648518,0.2506710674950329,-0.05390746586973805,0.001177535141941577,-0.003623237602144558
18.999925,0.5338391589578096,-0.0172390467418978,0.2499909041336995,-0.04965063249558943,0.0011617375796464796,-0.0025436131447005295
19.099901,0.5290344253293192,-0.0171113668978804,0.2501621462850844,-0.047219183840934154,0.001221086747159414,-0.002373268853316013
19.199838,0.5243993647758389,-0.0169949312584457,0.2495167754911748,-0.03875135579392186,0.001004567111707655,-0.003557289086854487
19.299778,0.5212889663587986,-0.0169105780004478,0.2494511434174559,-0.03296625020378885,0.001005116161832298,-0.00030933397611043745
19.3999,0.5178033991488826,-0.0167937870234043,0.2494550160789892,-0.028143078358105367,0.0009128072646775454,0.00011229871352669285
19.499889,0.5156554537315645,-0.0167278477920063,0.2494735960555947,-0.014074278881877955,0.0004041959225706271,-0.001179292030134338
19.599965,0.5149889180167806,-0.0167129660022729,0.2492188433861145,-0.004077056465549234,0.0001026054478390076,-0.0008990037012868157
19.699862,0.5148392285465351,-0.0167073129839478,0.249293230636993,-0.0022736106976721793,5.61324481078429e-05,-0.0003442854859705413
19.799862,0.5145342702912687,-0.0167017453882823,0.2491497973161378,-0.0015669303261094392,3.492461083036413e-05,-0.0004865972300596155
19.899833,0.5145258019409324,-0.0167003278711919,0.2491958703415844,-3.913213133976967e-05,1.0163132490734195e-05,0.00026664630374151344
20.000118,0.514526462513813,-0.0166997126861256,0.2492030726781399,-1.454868405970089e-05,8.673554507954151e-06,1.809092862692374e-05
20.099871,0.5145229140799426,-0.0166985955252239,0.2491995462294647,-1.0285157441281001e-05,2.948552479090094e-05,-1.651277138714491e-05
20.199962,0.5145244242098119,-0.0166938077984592,0.2491997854566178,1.0438075690011317e-05,5.740399045379985e-05,-2.8485770520170206e-07
20.300152,0.514525003707125,-0.0166870967007649,0.2491994886479758,1.2392587886544959e-05,0.0004885889781258423,5.122441180338555e-06
20.400066,0.5145269003732935,-0.0165962715951365,0.2492008060208707,2.2535868322570707e-05,0.001269113463014615,-2.7529048547192403e-05
20.499799,0.5145295016406498,-0.016433852236338,0.2491940072811809,2.6035380234823435e-05,0.001616981613838317,-6.194125592218214e-05
20.599901,0.514532103118802,-0.0162731506215311,0.2491884325948737,-0.0004236217124655717,0.002601524552326845,-0.0005022569344863559
20.699826,0.5144449248815907,-0.0159138294085904,0.2490937002782579,-0.001192179020368389,0.0062535736513808365,-0.0013354516212511491
20.799945,0.5142934906784026,-0.0150211285591639,0.2489211330468717,-0.0013548820610638224,0.01081056938827736,-0.0014456542434777564
20.899982,0.5141737112621173,-0.0137503395990085,0.248804298339587,-0.0012753315395483966,0.016564759705032774,-0.0013110136718534893
20.999904,0.5140384945842682,-0.0117097434239667,0.2486590169578511,-0.00126453547017924,0.025472752529027073,-0.001409415149182358
21.099795,0.5139210351384844,-0.008660865602775,0.2485226761097814,-0.0009324489279034509,0.035456569411477484,-0.001233469812095489
21.199771,0.5138521702146316,-0.0046223060397262,0.2484125093989118,-0.0006590675677324853,0.04337124677529687,-0.000976162595376806
21.299887,0.5137891693257096,1.82077581721002e-05,0.2483273890237174,-0.0008492841327010225,0.04813293622647688,-0.0008551807264096656
21.399949,0.5136821859696701,0.0050126565109974,0.2482413215673444,-0.0011904378620699596,0.0504483252782076,-0.0007189433459620087
21.499873,0.5135511318660897,0.0101070190386169,0.2481835714759762,-0.0015539180398804753,0.051266074629663656,-0.0005571188787834025
21.599857,0.5133715162277931,0.0152611890126154,0.248129951545827,-0.0021213815358054333,0.05288647618155394,-0.0005258703019519473
21.699961,0.5131265908455016,0.0206892892441504,0.2480783536400524,-0.0026718716662612607,0.05626324748864209,-0.0003640792066457177
21.799887,0.5128371418249463,0.0265148012976188,0.2480570709445205,-0.0034281615664011333,0.06160284067790295,-0.00020631379449609355
21.899942,0.5124408864445883,0.0330095400575734,0.2480370965232847,-0.004821320320507194,0.06689794922931999,-0.00019966612849797727
21.999876,0.5118731390180099,0.0398931748810305,0.2480171399228187,-0.0061339934013870945,0.071041385932779,-0.0002251042080800847
