t,a1,a2,a3
3.999967,4.062925050889309e-07,8.187916847129137e-05,-0.00014324008157010483
4.100124,-4.455698085877838e-05,-2.7876868432117385e-05,6.257564401102597e-05
4.199994,-3.2982695858296756e-05,-9.182475971234453e-05,0.00014749233724840747
4.299976,2.1054594503731937e-05,-0.00011646493752783617,-1.0040161946492626e-05
4.399909,2.845892069973047e-05,9.979035034766285e-05,-8.145560576146505e-05
4.499978,1.9732992550190258e-05,0.00017989075564764243,4.971911340852005e-05
4.599945,8.511527572310249e-06,-0.00014177090446826265,3.126280470901631e-05
4.699951,-3.4644803209888383e-06,-9.673537122745814e-05,-8.857799006286313e-05
4.799884,-2.0587494587196628e-07,0.00013822485921544743,-1.1639527681243747e-05
4.900015,-1.2382958461570813e-05,2.5489590773212213e-06,0.0001266166076219991
4.999932,-3.096145085209982e-05,-8.711239803706697e-05,3.420344221337796e-05
5.099929,-4.7629297551230475e-05,2.8551143393952394e-05,-0.00022859897908603823
5.199961,5.0651480488353864e-05,0.00012283038032867113,5.741550017772857e-05
5.299915,9.586008330343279e-05,3.5810558772160944e-06,0.00025868572609794905
5.399915,-4.858767962199341e-05,-0.0001349547237320846,-0.00012733530021466407
5.499997,-5.659718526094844e-05,-8.280437965582987e-05,-0.00019339659952152718
5.599894,4.4475495078122856e-05,8.935404164021001e-05,5.992305259319508e-05
5.699874,-3.067722695355372e-06,3.9551304278380515e-05,0.00012041256981968227
5.799913,-5.7348100973712404e-05,-0.00012300612260700354,-1.0764948668696795e-05
5.899936,1.0505054583609512e-05,5.0859964129721516e-05,-3.819589474319967e-05
5.999925,2.8275343531342576e-05,0.0001271003954868143,8.135595892252168e-05
6.099953,1.2042863640277092e-05,-2.53241034773066e-05,-4.280490009055643e-05
6.200145,3.607838976543347e-05,-8.300761294282035e-05,-0.00018030304917675372
6.299865,-4.084943899008716e-06,3.6396107122666906e-05,8.941892173840044e-05
6.399919,-3.587715576381215e-05,7.719485108851824e-05,0.0001862524812519745
6.499855,1.1974614143644201e-05,-3.392528709854103e-05,-0.0001246423239281572
6.599935,-6.426818475812045e-06,-3.144259225583034e-05,-0.00022972481174161582
6.700002,-1.5925914246726655e-05,2.0442316652532623e-05,6.522006532197087e-05
6.799962,1.759175371809749e-05,1.047637030309717e-05,0.0002649936042602633
6.899954,1.279536738633254e-05,-5.372885234093112e-05,3.846790102302631e-05
6.999937,-2.5256327422733596e-05,-5.631566904552727e-05,-0.00019438338351675417
7.100019,-4.234144562035784e-05,3.550827712945959e-05,-1.3716638054119424e-05
7.199873,6.76194357360849e-05,6.372735327548782e-05,0.00024452941294311704
7.29992,4.073004926459339e-05,2.987220624213556e-06,3.2717496442188084e-05
7.400102,-8.263334207279063e-05,-3.147339260378865e-05,-0.00034243078021527977
7.499921,-2.3109278692914194e-05,-6.15112244185204e-05,-0.0001071390359874175
7.599884,4.4770973267174285e-05,3.0572587691494583e-06,0.00024173691927331962
7.699957,2.239738563549467e-05,3.8963118590548697e-05,5.944610154300733e-05
7.799884,-1.7130404903183827e-05,-1.3211623013996068e-05,-9.155149069692418e-05
7.900097,-2.658469720007013e-05,4.1325714557049e-05,-1.982414106769265e-05
8.000108,-8.93494526198822e-06,1.9420803399367273e-05,5.8478897256680214e-05
8.09988,1.8374795504548198e-05,-4.426510673317033e-06,3.512058875837497e-05
8.199951,1.5166990971069455e-05,-7.079374894459708e-05,-0.00010977096887576025
8.299894,2.1770133453438103e-05,-2.7497009309496473e-05,4.198306141335104e-05
8.399945,-1.6719894115801004e-05,0.00013780110843739232,0.00011893164018694549
8.50007,-2.505192405516025e-05,5.572271536815871e-05,-3.488839326058687e-05
8.600033,4.399189434569232e-05,-5.2846875269874416e-05,-0.00011760069214582976
8.699918,-2.6712152451001402e-05,-0.00012019059178600778,-6.684418816563947e-05
8.799961,-1.7457928632291085e-05,-3.80189657770876e-05,0.000169854373671197
8.899974,5.4373468770901405e-05,6.337228893161254e-05,2.704192371951349e-05
8.99993,-4.173292672049355e-05,1.3353332939233265e-05,-0.00015411517933161317
9.099956,-1.6363736099959103e-05,2.5261744243840947e-05,-2.005457589635659e-06
9.199902,4.138020938621685e-05,6.202773503078051e-06,8.36092317271183e-05
9.299922,-2.433376743517132e-05,3.158445987327371e-05,0.00010412278350158058
9.400004,-1.4777081398455143e-05,-2.723507777045198e-05,6.43054706478104e-06
9.500029,-1.3221323552442506e-06,-8.649020615298621e-05,-0.00019869893445384465
9.599876,3.5961277745360446e-05,8.463212818524775e-05,2.1393437993788946e-05
9.69994,4.313568739613952e-05,5.616214753409319e-06,0.0001694782209685128
9.799908,-7.079870330233771e-05,-0.00011096850215716585,-9.62816350952899e-05
9.899883,-7.556794617189764e-05,6.206284474281341e-05,-4.071057548892594e-05
9.999895,7.916812960580082e-05,0.00011211715952792064,3.4507634719780966e-05
10.09989,6.98595352067482e-05,-3.121827230337307e-05,-4.066009762632877e-05
10.199892,-4.3937292464512504e-05,-0.00011775798175622009,-5.783332375426817e-06
10.299913,1.4022020364247481e-06,-2.7805371015403555e-05,7.56719478752845e-06
10.399884,2.787686220491896e-05,0.00010298827995903565,8.990416684259872e-05
10.499956,-4.727737556508679e-05,1.1746725289871858e-05,2.5085715686911032e-05
10.599988,-7.275694058653428e-05,-9.080822675757839e-05,-0.00023918615426533446
10.699935,3.8136963244323784e-05,6.395360996355319e-05,-3.321275813260304e-05
10.799931,9.899659859630384e-05,0.00012272271079408824,0.0001711476933356436
10.899932,3.373037654072476e-05,-0.00013012247965506508,0.00015200331429261922
10.999921,-6.136147285457906e-05,-0.00018747444406704483,0.00015852249650468136
11.099896,-7.744101380895538e-05,2.177788642844488e-05,-0.00023316635928000607
11.199858,1.821577667421471e-06,0.00014849408858862785,-0.0004789660848418358
11.299894,5.979913301765864e-05,8.287715635047398e-05,0.00014136870483203885
11.400102,9.640119277501808e-07,-0.0004276630349394078,0.00046262503712419064
11.500225,-7.631187232986608e-05,-0.0002786673171186729,0.00044139539249159383
11.599975,-4.3807766338394024e-05,9.235740246790047e-05,0.0005177895205485752
11.699904,0.0005008352098956971,-0.0006843405189758556,0.0011512469862167394
11.79992,0.0026872043619983912,-0.006354187212226653,0.008594456107347987
11.899997,0.0016482317793495304,-0.005593040454676791,0.006107888286312487
12.00017,-0.0026504767816423404,0.0006304968139568311,-0.009559448870505114
12.099874,-0.0016412809767168885,-0.0023877971029773633,-0.009612747184939237
12.199881,0.0074338268035317335,-0.004200815489290124,-0.014292362996206327
12.300128,0.033244456845622515,-0.030422800576138945,-0.06503759905870946
12.39995,0.08030041768126667,-0.10529792759568589,-0.1489021052031459
12.500473,0.13531631128533622,-0.17173204416603302,-0.22171945319419445
12.599959,0.24966489793274002,-0.13885703312464004,-0.22910303170373442
12.699863,0.3821639123788103,-0.021638628643210228,-0.16152539384438103
12.799908,0.31475573632968257,0.05176526883232907,-0.10291203087867273
12.899908,0.07644606520676156,0.047747718625389096,-0.12607716322871054
12.99995,-0.10019366698506371,0.03339417931427968,-0.1659544498626745
13.099953,-0.12979638385961817,0.03324877552243327,-0.13618624430210957
13.199896,-0.05038279350038766,0.04389719819175411,-0.0717237884134534
13.29994,0.021852530125055947,0.062966856395202,-0.01631970460546628
13.400158,-0.008547257159176369,0.08041658337597439,0.03157328313079766
13.500116,-0.11424432973278659,0.07562966186358207,0.08611442751137333
13.599923,-0.1824819068895117,0.05087080427091273,0.13254621473972716
13.699926,-0.12693603875452975,0.034877581138961736,0.14800332285084683
13.799903,-0.052579202068208986,0.04632938293588905,0.1299101154254368
13.899962,-0.06021796720646244,0.08343961283814491,0.09067688162943066
13.999841,-0.07316331039747118,0.12659289074367877,0.08884254990947732
14.099922,-0.017298632522342622,0.12808444423859697,0.1252150899391004
14.199888,0.020373091604455912,0.0447210840594596,0.10886581194197983
14.299912,-0.037810286139472266,-0.055311840379953625,0.0451386412690537
14.399858,-0.12711196165654892,-0.09201547186580641,-0.0044737355726885975
14.499889,-0.16801794515370805,-0.07936574747646044,-0.027246710924147433
14.59994,-0.07994018738603756,-0.056143983023747165,0.005357664078956936
14.69993,0.07806037095721453,-0.06597328613349696,0.06862243943245186
14.800273,0.14324227542443388,-0.07341649930636217,0.08071855357271199
14.899849,0.016001637829650223,-0.02803947892795231,0.013207627731435384
14.999946,-0.14147978959701338,0.009113407054874543,-0.007944696547747349
15.099871,-0.10657806445884772,-0.000149977501616853,0.05027119335584476
15.199887,-0.013608246671026869,-0.012465601617109523,0.0629782923394611
15.299947,0.011098884699069559,-0.005291396563489816,0.04544348494083886
15.399815,0.008745381434610115,8.814342435019642e-05,0.04016166938072652
15.499888,0.0012317661071343617,-4.8940986124735176e-05,0.0395746590410031
15.599855,0.0012438693968180592,0.001267344883945406,0.04392096175030523
15.7,0.0030719413405776615,-0.0001906900971962616,0.03110366061424577
15.799921,0.0003045973541857109,-0.0005869647408104186,0.002521415489124358
15.899854,-0.0027755817884296606,0.00043119947765373,-0.018965917098069947
15.999876,-0.004239301660233891,-0.00015643758945945287,-0.027533548393349868
16.099884,0.009170329900728011,-0.0007970356830002731,-0.016285170144314173
16.199977,0.021369919393339577,0.0002247255672729426,0.02328368906060296
16.299977,0.000365391194142535,0.0005578576059205867,0.040666013624347214
16.39989,-0.012121220745959815,-0.0005385908943363496,0.0028019778056734695
16.499927,0.01935305003430692,-0.0015331986444892575,-0.015720697553963832
16.599943,0.0434824592339096,-0.0011085070818812489,0.002837905372357785
16.699898,0.013988278950124871,0.0005667828321621047,0.012905315177657958
16.799953,-0.03055513148782386,0.0011282192713452477,0.014799811560256648
16.899924,-0.03286385128539521,0.0011660357528875452,0.007231741211446832
17.000009,-0.003986194971931093,0.0003185161861297602,-0.00264237957323324
17.099916,0.021726718747759655,-0.0013047436310261703,-0.009578807988509772
17.199937,0.024255713663996897,-0.0008554940870590704,-0.00996632240496057
17.299927,-0.0065937201479398175,0.0010912487161473055,0.006006524626145769
17.399942,-0.01385185910639869,0.00028308402351338424,0.011624470699463606
17.499874,0.0322773644524792,-0.0011010174943628698,0.003976266011437243
17.599859,0.09081522757938826,-0.002775983336605359,-0.0004721689912095231
17.699913,0.11848487054709944,-0.004986968322502825,0.0031504432027130557
17.799864,0.06964145848065204,0.0003872960567310722,0.014206559515117068
17.899866,-0.02006054648439473,0.014997290973818895,0.0022068874241059225
17.999829,-0.08040535938478519,0.014783214391625592,-0.020346778283150044
18.099875,-0.05966369462431713,-0.007556160968721246,-0.020944114896114162
18.199826,0.04314183125304037,-0.011253388681649592,-0.017342363739265492
18.299901,0.0543992620714657,0.011737398880066481,-0.004569101630084227
18.399925,-0.047995046975663105,0.018116984023622027,0.019508754441282177
18.499899,-0.06631919179055312,-0.005375352086116423,0.0006633829518924127
18.599895,-0.01669104483204234,-0.01829444179039119,-0.015747432571340404
18.699911,0.0705940732473226,-0.001909143507072452,0.016968106456341864
18.799881,0.1920786677694462,0.028945882021728604,0.035942667591606775
18.899897,0.18361856543916724,0.047750955671607816,0.025148582117073198
18.999922,0.06643120516987622,0.024322785636226238,-0.006736006226490809
19.099895,0.014379655533538427,-0.016554738751078865,-0.015816246995206083
19.199935,0.017491545065874803,-0.039107999456337715,0.007839546596585466
19.300026,0.008142058935666607,-0.03813430107393895,0.002297041677015068
19.400572,-0.04301980346934425,-0.015657575184397556,-0.015867850601636972
19.50014,-0.16442767821085388,0.0015332790661037451,-0.023017543890421002
19.599867,-0.20489381692446684,0.004169510050152628,-0.027451512424503173
19.699961,-0.02823147770108575,0.010803799989833858,-0.006315385966838484
19.799916,0.22120765075666396,0.025235141021533222,0.03464545090972607
19.899958,0.30734716347911595,0.03578169956182936,0.06106294243359882
19.999835,0.15600999282847006,0.02867479034316898,0.025999925852699682
20.099923,-0.03254468622318851,0.008919169216668861,-0.021719187150939727
20.199962,-0.11078801740955824,-0.00872906889308881,-0.013413126514501352
20.300076,-0.18626628294884656,-0.018436006346380027,-0.004988558703870511
20.400037,-0.2883258992921338,-0.02746998333203968,-0.02039457489875412
20.499817,-0.24930071974443718,-0.033261214870893376,-0.018681825908461094
20.599882,-0.08986362347693906,-0.021173475710266666,0.0053935753040222825
20.699917,-0.00562485078705508,-0.005791530894009941,0.007941953312484849
20.799854,0.0013738861949213256,-0.0012718092774276636,-0.0019616911780781943
20.899877,0.0024812409641715703,-0.0018109409790107384,-0.000692969286653976
21.000019,0.0018823382419659346,-0.008922529404266757,-0.0004941256074559525
21.09985,0.0005584338025241096,-0.018959510106683515,-0.00027503803864866475
21.199955,0.0021513077794440448,-0.07076901660348289,0.003007000881327975
21.300214,0.0003023269586981878,-0.1554152382078085,0.0018727830828517934
21.399851,-0.004060039513038608,-0.15554100755269737,-0.009339177618484351
21.499851,0.006658068036394132,-0.09781095616507957,-0.009760012060924455
21.600048,0.020732501523800573,-0.08917272475776897,0.0045824400363662
21.699897,0.007398803887601673,-0.09833434271123698,0.008949625849755113
21.799937,-0.02308517012590066,-0.08337619919408179,0.0006596463207008846
21.8999,-0.04028946347629858,-0.06764420896252199,-0.003426792671114956
21.999815,-0.0350984517466,-0.06747282323661574,-0.0021237132699541417
22.099988,-0.02345960557013714,-0.04330240435682986,-0.0033584700793799554
22.199938,-0.014852753459364425,0.036567076688244604,-0.0036474539270668926
22.299911,-0.00621925092465745,0.0715946311066119,-0.0005828724451489029
22.399875,0.0022092329813797676,0.021000489192823157,0.0002557915496699823
22.500089,0.007854340650484008,-0.0062624815624802155,0.0004887191968389916
22.599802,0.013585606722389808,0.006004949430258089,-0.0017969572627908473
22.699906,0.04294220706205986,0.02148379959295804,-0.0030501295968710877
22.79988,0.049847363020207404,0.026826453192152433,0.0015426255863722907
22.899876,0.01578676563421892,0.007174780007755233,0.005807237052308186
22.999901,0.020669182592559794,-0.024729926824902104,0.016502314006543277
23.099928,0.017835599641810078,-0.03859138569700438,0.010316377540923896
23.199878,-0.03374629495649503,-0.023478968233754283,-0.008587394202862923
23.299952,-0.06726179891334472,-0.011588521256473472,-0.0036179792311790806
23.399986,-0.07024541465054478,-0.009553132934543573,0.0005555693676620652
23.500032,-0.031536820809389216,0.015000493801685388,0.0004885139834188718
23.599912,0.0072222954593912925,0.08900169157589205,0.004969243031705976
23.699918,0.009019157236129033,0.20096282197090967,-0.002671144300854151
23.799931,0.03802568062203035,0.2772924925466581,-0.007711151033601036
23.89994,0.05795077228479183,0.22003513894963544,-0.0024145126574813373
23.999955,0.024004786672506724,0.07947117796634383,0.001214628062021338
24.09991,-0.0053903272004492825,0.0061833960387753135,0.0031635231163163126
24.199893,-0.02182733854380436,-0.00047013952933503805,0.009330882681608036
24.30004,-0.06886983055749979,-0.033788645244118225,-0.003196348969375718
24.400083,-0.09985135070297745,-0.07536641679947043,-0.021870451841949433
24.500198,-0.08796661217249033,-0.05333745354069318,-0.008893920177912011
24.599848,-0.05327078054960084,0.010653185328100806,-0.006982276922554662
24.699847,0.04140255475453149,0.0663444598184833,-0.0032229021728276616
24.800162,0.044615870596475204,0.07375154281176238,0.02693544106407884
24.900399,-0.09790874853053046,0.034274297179186904,0.00406176230347439
25.000005,-0.13657147914407658,0.0013066170137370284,-0.030992893321279323
25.100321,-0.06354743702297744,0.013423367294569334,-0.006487205964459081
25.199931,-0.02498154586216489,0.022539677522302938,0.008930557698059218
25.299917,-0.028404689059298605,-0.020040624819851652,-0.0034702540272918744
25.400043,-0.03427308569730697,-0.0478616831441729,-0.005074603022812629
25.499921,-0.013533577903693583,-0.016198330701168082,0.002294699100432198
25.599923,0.007945242570628286,0.014092917367129094,0.005403701853467634
25.699921,0.0036547321504393215,-0.0012071427731602628,0.003303017514457208
25.79994,-0.0030881950516440937,0.0007888543946176326,0.0024878802845006553
25.899911,0.01101766501334972,0.04246304716110175,-0.0014092355179376303
26.000201,0.04988456105650313,0.042405490435450395,0.005543615134256467
26.100005,0.10678732265814064,0.0028036429958145856,0.016171490473706866
26.199936,0.13624699062730145,-0.013935727857426288,0.008971456730488228
26.300061,0.10045672554039325,-0.015538367443940632,0.01388583650204557
26.399844,-0.002692962785271591,-0.008070689709145405,-0.00013648649399846833
26.499878,-0.08601887368398466,0.01394455556033201,-0.014337447966374105
26.599885,-0.062030824381567096,0.025232215585400463,-0.003359675578014056
26.699882,0.04021292991033887,-0.004117778110319943,-0.011036067402202662
26.79985,0.13830709605482677,-0.036603562000916634,0.004396057728852698
26.899914,0.13528637437814217,-0.02663589897879078,0.01731726115716812
26.999854,0.060458449097040755,-0.010224099915172263,-0.002154790725380998
27.099895,0.015445994847315084,-0.0037566583287113415,-0.008387139624429728
27.199951,0.003310951641950106,0.0006422196634086313,-0.000819252905311674
27.300032,-0.0005105940492489007,0.0010456598239430453,0.0017584323436958056
27.399928,-0.0003299731510475028,-4.7735683816838294e-05,4.1001827636002195e-05
27.499953,-0.004232068242234224,0.0006217934990335009,0.006177192834075666
27.599889,-0.023477373362479587,0.010041234995551962,0.01470183730288022
27.69995,-0.08428572160515073,0.032924039605463806,-0.004645260104149208
27.800049,-0.08229247739430505,0.027641434026776525,-0.030305530213410502
27.899908,0.053155218560083345,-0.022070051642496903,-0.010004472498285656
27.999799,0.10941702388716731,-0.034911593050099284,0.015066427435497442
28.100203,0.03716028603608032,-0.005714664567575823,0.007696213341487874
28.199937,7.17196672087245e-05,0.006960657560417136,0.00017462420626473686
28.299916,-0.0013596583852174347,0.008367513146436873,-0.0015373521084561573
28.399872,-0.01057026143402327,0.03622775677733173,-0.004582841760264434
28.499995,-0.023950616280650705,0.08845964689406836,-0.0032645844203171683
28.599906,-0.041829956838673764,0.10034350266566704,0.009758656822592277
28.699854,-0.04750808895119758,0.06588344831782962,0.00988984745867906
28.799877,-0.0007086301815127788,0.0459857498833125,-0.01154485170376924
28.899852,0.07172294636303077,0.060315689521109744,-0.018214982251599312
28.999862,0.09925841631312413,0.05057323021521948,-0.007772309044580187
29.099879,0.07649085148485531,0.004354227715280212,0.008378145440519937
29.199882,0.03275657834478268,0.0038957243702120448,0.011388834816885761
29.300398,0.005499598324682803,0.035708345257954244,0.0016694102076055374
29.40002,0.0008631341350644334,0.039950302147626404,0.0003284894494726099
29.499837,0.0048444798801752925,0.03740011548702166,0.004633472748551609
29.599859,0.0045377667801114185,0.04707182304584118,0.0030284056623740927
29.699965,-0.007601029666158804,0.03434479995113604,-0.0005775953916929675
29.799955,-0.015209710767027582,0.004784499779491913,0.0008375669405650255
29.899944,-0.01298928411423575,0.008619564314991446,-0.00024263310218466667
29.999825,-0.011700924186165251,0.0238347383241872,-0.0015737611435693087
30.099921,-0.02259991948307708,0.016037427780003888,-0.0007525569543850604
30.199863,-0.036323886874108015,0.0003323670136484713,-0.0016283431905652229
30.29994,-0.026619527328690096,-0.005858086910526805,-0.003782729679740345
30.39992,0.009100911184828468,-0.016877838077216933,0.00015765235136032288
30.499955,0.024130805930468447,-0.04205733554762342,0.004974641427169029
30.599818,-0.004898123179937309,-0.05699735042778875,0.001436611073650614
30.700003,-0.02096493643183384,-0.048111517563034945,-0.0007710773667498221
30.799905,-0.0031856969453151855,-0.034795994972748046,0.0011043149743733853
30.899919,0.004188080554609858,-0.014531225813309179,0.001279729250098019
30.999802,-0.0022279774357896187,0.013702817227238318,0.002836836570147478
31.099923,-0.007766092770526419,0.03560942682131335,0.0017803095976435257
31.19989,-0.010922077896131343,0.04517292057936073,-0.0034366627257328775
31.299901,-0.009758039232854203,0.01949872960132326,-0.0031115531785316005
31.400103,-0.008928140000873358,-0.019117460664478114,0.001049681967634157
31.499796,-0.007307167837479691,-0.03496522876009611,0.003603910155865296
31.599825,-0.002673421302558309,-0.051273132108438035,0.0015306001255319143
31.699918,-0.005022482968521198,-0.0884957171638211,-0.002862327033802763
31.799905,-0.012046287338352543,-0.11766853462787609,-0.0018569471144742593
31.899908,-0.008404383242815793,-0.1054629371818715,0.0006903211617366653
32.000425,0.0018888436503742678,-0.06238686364782088,-0.0007254762298725862
32.099885,0.005423487489192614,-0.04224572975350819,0.000361042635636041
32.199958,0.0038291665999290346,-0.05794850461964013,0.01140106628929952
32.300012,-0.004648646398300364,-0.0569996492498288,0.0352220331225371
32.399945,0.0033766364043975117,-0.03936278263744169,0.060980627032340036
32.49997,0.031028566355165252,-0.007314680905244814,0.07949019552529879
32.60003,0.031319920313887695,0.029050951136077627,0.09666857591163104
32.699975,0.0232881666898952,0.02327632333837203,0.08125188365302868
32.799849,0.016467125947293246,0.006667302725873299,0.029107442451035803
32.899981,0.01088080156818115,0.01588812590401477,-0.02977892250939676
32.999833,0.04336182530108548,0.03972950905263123,-0.08667906056374453
33.100056,0.08436291580780889,0.035622479369037646,-0.09583535719422392
33.200366,0.08171419650490637,0.006214100130096406,-0.06775209182129105
33.300315,-0.014896269652134628,-0.00937923237863126,-0.052853751739082314
33.399962,-0.13349523161810992,-0.032914917069500685,-0.0430140709704858
33.4999,-0.10833543310885008,-0.03905382690663019,-0.033399333584297364
33.600291,-0.0024697326331729677,-0.009002846428086193,-0.031066242820844837
33.699998,0.07805369783707093,0.009350256935798704,-0.032904625539609975
33.799994,0.09406281923017837,0.010510307241605538,-0.02669238621455296
33.90007,-0.03271142622761527,-0.0027820083879775354,0.0009322533969065988
33.999866,-0.12846126303929187,-0.014024070565132761,0.026833622077345284
34.099995,-0.06628644441283402,-0.005560996434523272,0.0010407917403539024
34.199952,-0.012922875638763182,0.00343120510899228,-0.06434252729961454
34.299831,-0.01283560974975869,0.0025529156650592583,-0.08870896741661154
34.399853,-0.0028080510459126233,-0.003584118380921586,-0.011364028498645859
34.499856,0.012756802297345524,-0.004389630017179195,0.09292015132716967
34.5999,0.014534893455358553,-0.0018807743769829594,0.09929207776706703
34.700071,0.005579112608766292,-0.009626691799599222,0.03947949881952705
34.800571,0.000302793232049366,-0.011940581700956592,0.0033195296739849957
34.899949,-0.0011672915387474182,0.005661428697791531,-0.008651227032752744
35.000267,-0.0030529240336864246,0.01333284257567956,-0.020822427115995145
35.100092,-0.004005777906956567,0.002563512116572695,-0.02653003737252887
35.199938,-0.002524176274730658,-0.001163635979184245,-0.015795877436726093
35.299943,-0.0008445405500299161,-0.0020749394037343325,-0.002497378922501181
35.400016,-0.0013999287133916937,-0.01372823332893911,-0.0011830561754072114
35.499927,-0.010889941053081331,-0.014761011655716427,-0.02643012292369111
35.600058,-0.0010541407078602724,0.00569496620838922,-0.03419455770951753
35.70012,0.029024312140562485,0.01366141874161704,0.03729856288004077
35.800376,0.015067979678375639,0.005425585995851284,0.0719329732479342
35.90023,-0.012932914350531868,0.004841609036551687,0.020602179977786864
35.999886,-0.0073043171549333815,0.008377718981816284,0.0002051488903124653
36.09994,0.0004677355704558981,0.01767323213685609,0.006524264037025419
36.200288,-0.0007878289871247982,0.03967853458354936,0.0007749719954998453
36.300411,-0.0022723550355221236,0.06135213165713291,-0.0025038984885880048
36.399999,-0.0014548805881057611,0.05655973817663466,-0.0007360293464457322
36.499973,0.0012002151775349435,0.030722284486500162,0.0024154246934056356
36.600149,0.0011793101529023226,0.027269640636957165,0.0023110706443130167
36.70014,-0.0012340414858011627,0.042413610938132035,0.0004453943285615471
36.799841,-0.002300950660248201,0.03730732489211788,-0.0001601975305837157
36.899847,-0.0017086626242856211,0.004642068704184266,0.00019005490666153154
36.999781,0.0006511930203655964,-0.06263863402291983,0.00024156441229077736
37.09997,0.0036892997187443436,-0.12743889054444316,0.00025742273562583254
37.200245,0.0035826035044916496,-0.10405486079591549,0.000178798834100729
37.3005,0.0020300053457810345,-0.029949661969062853,0.0005163119849834254
37.400042,0.0027628426114644088,0.00016602663359275736,0.0021590640565486547
37.499838,0.003474611894392952,-0.0005298761052279891,0.003279214404897728
37.599953,0.0008525261933435271,-0.00012483940729666933,0.0006240562039543911
37.699792,3.346263192517424e-05,0.0004309160550394483,-0.0042062613483455965
37.799949,0.011879291033617732,0.0023209284098371797,0.0006388147228835288
37.899875,0.029177741890204698,0.002845847707927846,0.006812222660831072
37.999899,0.021113654905082047,-1.0650984735049648e-05,-0.004983012080014445
38.099847,0.0018613168672067595,-0.0013740390178380172,0.0020579927241718707
38.199818,-0.007711718542643107,-0.0003943323793985709,0.006168908428220933
38.29987,-0.014981108669078314,-0.00027420340255796704,-0.012589673779363321
38.400003,0.0005792829919882246,-0.0016948947238120417,0.002136981340475229
38.499818,0.031271383567919975,0.00023127671589154823,0.0005601437644168947
38.599983,0.05261094631684769,0.005888132305864907,-0.012999134193592728
38.700295,0.050892767793013285,0.0037194596091190196,0.008554948413721217
38.799808,0.057343038739519875,-0.00478543815444284,0.007777016794208664
38.899819,0.09746658019498264,-0.002766756469306427,0.00789824831457046
