t,x,y,z,xdot,ydot,zdot,xddot,yddot,zddot
1.094679104986400731e+01,5.929517962548532806e-01,1.584850601562779460e-01,2.529107318968387697e-01,5.013233312739248659e-02,7.144595093274054391e-03,3.981636376059511859e-03,-1.956758177138425911e-02,6.042848022503423573e-03,-9.529047708071779286e-04
1.098006397098821552e+01,5.946965656801936895e-01,1.589921649366324297e-01,2.529816992514449248e-01,4.945172006497548789e-02,7.336148557175568505e-03,3.945397101732629058e-03,-2.131098742764162696e-02,5.426842852832724877e-03,-1.223069349348406996e-03
1.101333689211242195e+01,5.964394591317856431e-01,1.594658003402747437e-01,2.530552601083584929e-01,4.871417551987472505e-02,7.505728921665590775e-03,3.900246196078903122e-03,-2.298095562474891315e-02,4.722895843857176368e-03,-1.487330978752219928e-03
1.104660981323662838e+01,5.981756448050954411e-01,1.599011256045504148e-01,2.531310816441975087e-01,4.792243301725315763e-02,7.650437638956575533e-03,3.846421409049405500e-03,-2.456038336078633991e-02,3.933415002050560244e-03,-1.743214170985769038e-03
1.107988273436083482e+01,5.999001722736878595e-01,1.602934481665313493e-01,2.532087998165865605e-01,4.707978412318727934e-02,7.767481335889590138e-03,3.784242540851285360e-03,-2.603305499181868959e-02,3.062308078067541711e-03,-1.988293746000307019e-03
1.111315565548504125e+01,6.016080509410344224e-01,1.606383062247889737e-01,2.532880244217716736e-01,4.619004144652331945e-02,7.854221509235700255e-03,3.714108727084562082e-03,-2.738408172603997229e-02,2.114943515469280746e-03,-2.220257347481236279e-03
1.114642857660924768e+01,6.032943321669038683e-01,1.609315483284689263e-01,2.533683449791093167e-01,4.525748734052856270e-02,7.908222033434313819e-03,3.636493645654918175e-03,-2.860031113360286814e-02,1.098058384903168212e-03,-2.436966371082763955e-03
1.117970149773345412e+01,6.049541922833341356e-01,1.611694070816482305e-01,2.534493372612139916e-01,4.428680965357104093e-02,7.927292729297014118e-03,3.551938747389799932e-03,-2.967068632761099903e-02,1.961566377865777252e-05,-2.636512384708777565e-03
1.121297441885766233e+01,6.065830135885662555e-01,1.613485642392704644e-01,2.535305702526405858e-01,4.328302652876920426e-02,7.909527374301726296e-03,3.461044708416099579e-03,-3.058653681484388431e-02,-1.111383647396703596e-03,-2.817266293105219910e-03
1.124624733998186876e+01,6.081764604530301987e-01,1.614662048286173435e-01,2.536116132962218384e-01,4.225140279976515034e-02,7.853334768419886758e-03,3.364461389077047504e-03,-3.134178677474754732e-02,-2.285125270002787753e-03,-2.977917882618634927e-03
1.127952026110607520e+01,6.097305478897510067e-01,1.615200584339916978e-01,2.536920431766179762e-01,4.119736093027344392e-02,7.757461788566257649e-03,3.262876654770630568e-03,-3.193307139210500856e-02,-3.491232723972284829e-03,-3.117503946340244216e-03
1.131279318223028163e+01,6.112417003168003626e-01,1.615084263951293564e-01,2.537714508960342563e-01,4.012638966839880694e-02,7.621007746317928419e-03,3.157004463255083312e-03,-3.235975740835855124e-02,-4.719032765819803146e-03,-3.235423884871539615e-03
1.134606610335448806e+01,6.127067987420362627e-01,1.614301943452253474e-01,2.538494479168330598e-01,3.904395361857988800e-02,7.443429778566918939e-03,3.047572647321220192e-03,-3.262386976444102415e-02,-5.957822682299477104e-03,-3.331442439717523674e-03
1.137933902447869450e+01,6.141232151899613800e-01,1.612848302011997137e-01,2.539256716780757261e-01,3.795540677752153036e-02,7.224539417957608067e-03,2.935310820201971448e-03,-3.272993157407511067e-02,-7.197127323199510769e-03,-3.405679975400996082e-03
1.141261194560290271e+01,6.154888338206652154e-01,1.610723683668092432e-01,2.539997902349649950e-01,3.686591275525012007e-02,6.964490879075538321e-03,2.820938804929605005e-03,-3.268472923840234912e-02,-8.426934992377808908e-03,-3.458591416601559249e-03
1.144588486672710914e+01,6.168020588141371885e-01,1.607933814745388656e-01,2.540715059181716251e-01,3.578037394169070184e-02,6.663761931317199391e-03,2.705155941391087365e-03,-3.249701794769662561e-02,-9.637903237059555761e-03,-3.490935512910651583e-03
1.147915778785131558e+01,6.180618096664524108e-01,1.604489414412648141e-01,2.541405579602885600e-01,3.470337132535884078e-02,6.323128490656700074e-03,2.588631560988068590e-03,-3.217718491364349870e-02,-1.082152796344788316e-02,-3.503736508061720649e-03
1.151243070897552201e+01,6.192675050321906349e-01,1.600405719246950909e-01,2.542067240854908872e-01,3.363911607042935348e-02,5.943634238574801998e-03,2.471996844445605197e-03,-3.173688838921099459e-02,-1.197027191769126954e-02,-3.498240514504512896e-03
1.154570363009972844e+01,6.204190366255312172e-01,1.595701944353237201e-01,2.542698211027092925e-01,3.259141335715490251e-02,5.526556663951403582e-03,2.355838199562842669e-03,-3.118868995682838249e-02,-1.307765116631489158e-02,-3.475868939474391090e-03
1.157897655122393488e+01,6.215167349480894554e-01,1.590400703874695898e-01,2.543297045798297296e-01,3.156363842862757590e-02,5.073370927081431378e-03,2.240692218323182307e-03,-3.054569590649548749e-02,-1.413828058234179591e-02,-3.438171193874382109e-03
1.161224947234814309e+01,6.225613287436438936e-01,1.584527412787179457e-01,2.543862677050651722e-01,3.055872429599324619e-02,4.585712874655079735e-03,2.127042201672238800e-03,-2.982122106386378424e-02,-1.514788133595654576e-02,-3.386778671486380399e-03
1.164552239347234952e+01,6.235539000970904411e-01,1.578109689928927639e-01,2.544394394610686172e-01,2.957916015605663307e-02,4.065342405301181072e-03,2.015316179120158445e-03,-2.902848547525737136e-02,-1.610325490470733423e-02,-3.323361651504143973e-03
1.167879531459655595e+01,6.244958370134563452e-01,1.571176779547460156e-01,2.544891822477253207e-01,2.862699928084640882e-02,3.514108214080435832e-03,1.905886301476817334e-03,-2.818035121528762732e-02,-1.700222912049956930e-02,-3.249590392167169949e-03
1.171206823572076239e+01,6.253887851534061237e-01,1.563759005529130608e-01,2.545354890916954327e-01,2.770387494957921720e-02,2.933914748377035829e-03,1.799069449511042033e-03,-2.728910351822620359e-02,-1.784358227402257566e-02,-3.167101284672286902e-03
1.174534115684496882e+01,6.262346001871781365e-01,1.555887269176313148e-01,2.545783805759460616e-01,2.681102290302190411e-02,2.326692002926743479e-03,1.695128879002267847e-03,-2.636627765390132938e-02,-1.862695135710223243e-02,-3.077468555806369549e-03
1.177861407796917526e+01,6.270353019817547224e-01,1.547592598138887721e-01,2.546179016122439576e-01,2.594930879614483141e-02,1.694368581798440286e-03,1.594276712471898692e-03,-2.542253061366211292e-02,-1.935273022138808002e-02,-2.982181668267029368e-03
1.181188699909338169e+01,6.277930315764874702e-01,1.538905751068729844e-01,2.546541181654818353e-01,2.511925919124968418e-02,1.038848270538149376e-03,1.496677088149659740e-03,-2.446755481794181397e-02,-2.002196286187777133e-02,-2.882628284430786142e-03
1.184515992021758990e+01,6.285100116472732701e-01,1.529856879874571529e-01,2.546871140223126995e-01,2.432109475302566756e-02,3.619901996883298587e-04,1.402449785395352977e-03,-2.351002972277084491e-02,-2.063623629070860527e-02,-2.780082439518895363e-03
1.187843284134179633e+01,6.291885109216586169e-01,1.520475249185939959e-01,2.547169876792277909e-01,2.355476446206266478e-02,-3.344074542643296556e-04,1.311674160691850971e-03,-2.255760636190097881e-02,-2.119757663681814258e-02,-2.675697414214690210e-03
1.191170576246600277e+01,6.298308127958670566e-01,1.510789010820624279e-01,2.547438494080373483e-01,2.281997983856479811e-02,-1.048620391234024235e-03,1.224393247364534507e-03,-2.161691945619079874e-02,-2.170835126281763297e-02,-2.570502700308746873e-03
1.194497868359020920e+01,6.304391882249300583e-01,1.500825029686236878e-01,2.547678185405594653e-01,2.211624835003433293e-02,-1.779007972872938010e-03,1.140617893497984387e-03,-2.069362167673250916e-02,-2.217117888741167511e-02,-2.465404408102330174e-03
1.197825160471441563e+01,6.310158728109249715e-01,1.490608756602162521e-01,2.547890209997704103e-01,2.144290535491660821e-02,-2.524020163937075803e-03,1.060330834544413780e-03,-1.979243488010019522e-02,-2.258884897851431289e-02,-2.361188461518122506e-03
